course_code,course_link,course_name,overall,prof_rating,difficulty,workload,professors,comments,tips
ChE-309,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/chemical-engineering-practice-CHE-309,Chemical engineering practice,NA (0),,,NA (3),['Sivula'],,
ChE-310,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/fundamentals-of-separation-processes-CHE-310,Fundamentals of separation processes,NA (0),,,NA (4),['Agrawal'],,
ME-323,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/chemical-process-control-ME-323,Chemical process control,NA (0),,,NA (3),['Miskovic'],,
ChE-330,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/fluid-mechanics-and-transport-phenomena-CHE-330,Fluid mechanics and transport phenomena,NA (0),,,NA (4),['Sivula'],,
ChE-304,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/energy-systems-engineering-CHE-304,Energy systems engineering,NA (0),,,NA (3),['Luterbacher'],,
CH-334,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/operation-unitaire-et-technologie-des-procedes-CH-334,Opération unitaire et technologie des procédés,NA (0),,,NA (3),['Meyer'],,
ChE-340,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/the-engineering-of-chemical-reactions-CHE-340,The engineering of chemical reactions,NA (0),,,NA (4),['Boghossian'],,
EE-280,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/electronics-EE-280,Electronics,NA (0),,,NA (3),"['Meinen', 'Sallese']",,
MSE-362,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/polymer-science-MSE-362,Polymer science,NA (0),,,NA (3),['Görl'],,
MSE-210,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/functional-properties-of-materials-MSE-210,Functional properties of materials,NA (0),,,NA (2),['Fontcuberta i Morral'],,
CH-301,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/analytical-separation-methods-CH-301,Analytical separation methods,NA (0),,,NA (3),['Roussel'],,
CH-221,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/chemistry-of-elements-s-and-p-CH-221,Chemistry of elements s and p,NA (0),,,NA (2),['Severin'],,
CH-222,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/coordination-chemistry-CH-222,Coordination chemistry,NA (0),,,NA (2),['Queen'],,
CH-309(a),https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/experimental-analytical-chemistry-CH-309-A,Experimental analytical chemistry,NA (0),,,NA (3),['Roussel'],,
CH-233,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/organic-functions-and-reactions-i-CH-233,Organic functions and reactions I,NA (0),,,NA (3),['Zhu'],,
CH-230,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/organic-chemistry-laboratory-work-CH-230,Organic chemistry laboratory Work,NA (0),,,NA (3),"['Marendaz', 'Zhu']",,
PHYS-201(e),https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/general-physics-electromagnetism-PHYS-201-E,General physics: electromagnetism,NA (0),,,NA (4),['Scarlino'],,
CH-223,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/organometallic-chemistry-CH-223,Organometallic chemistry,NA (0),,,NA (2),['Bobbink'],,
CH-341,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/physical-chemistry-of-interfaces-CH-341,Physical chemistry of interfaces,NA (0),,,NA (3),['Beck'],,
CH-244,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/quantum-chemistry-CH-244,Quantum chemistry,NA (0),,,NA (6),['Drabbels'],,
CH-250,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/mathematical-methods-in-chemistry-CH-250,Mathematical methods in chemistry,NA (0),,,NA (4),"['Lorenz', 'Vanicek']",,
CH-343,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/spectroscopy-CH-343,Spectroscopy,NA (0),,,NA (3),['Drabbels'],,
CH-242(b),https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/statistical-thermodynamics-CH-242-B,Statistical thermodynamics,NA (0),,,NA (3),['Osterwalder'],,
ChE-201,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/introduction-to-chemical-engineering-CHE-201,Introduction to chemical engineering,NA (0),,,NA (3),['Hatzimanikatis'],,
CH-210,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/biochemistry-CH-210,Biochemistry,NA (0),,,NA (3),['Heinis'],,
ChE-203,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/introduction-to-chemical-engineering-laboratory-works-CHE-203,Introduction to chemical engineering Laboratory Works,NA (0),,,NA (2),['Sivula'],,
MATH-234(b),https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/probability-and-statistics-MATH-234-B,Probability and statistics,NA (0),,,NA (4),['Koch'],,
ChE-204,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/introduction-to-transport-phenomena-CHE-204,Introduction to transport phenomena,NA (0),,,NA (3),['Buonsanti'],,
CH-313,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/chemical-biology-CH-313,Chemical biology,NA (0),,,NA (2),['Aye'],,
CH-220,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/preparative-chemistry-i-CH-220,Preparative chemistry I,NA (0),,,NA (4),"['Cramer', 'Dyson']",,
CH-234,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/organic-functions-and-reactions-ii-CH-234,Organic functions and reactions II,NA (0),,,NA (2),['Bobbink'],,
CH-317,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/drug-discovery-and-development-CH-317,Drug discovery and development,NA (0),,,NA (2),['Heinis'],,
CH-312,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/dynamics-of-biomolecular-processes-CH-312,Dynamics of biomolecular processes,NA (0),,,NA (2),['Fierz'],,
CH-319,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/experimental-biochemistry-and-biophysics-CH-319,Experimental biochemistry and biophysics,NA (0),,,NA (4),['Hovius'],,
CH-335,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/asymmetric-synthesis-and-retrosynthesis-CH-335,Asymmetric synthesis and retrosynthesis,NA (0),,,NA (4),"['Gerber', 'Nicolai']",,
CH-353,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/introduction-to-electronic-structure-methods-CH-353,Introduction to electronic structure methods,NA (0),,,NA (4),['Röthlisberger'],,
CH-329,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/preparative-chemistry-ii-CH-329,Preparative chemistry II,NA (0),,,NA (6),"['Hu', 'Severin']",,
CH-352,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/introduction-to-cheminformatics-CH-352,Introduction to cheminformatics,NA (0),,,NA (3),['Patiny'],,
CH-332,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/medicinal-chemistry-CH-332,Medicinal chemistry,NA (0),,,NA (2),['Aye'],,
CH-359,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/project-of-computational-chemistry-CH-359,Project of Computational chemistry,NA (0),,,NA (3),"['Corminboeuf', 'Röthlisberger', 'Smit', 'Vanicek']",,
CH-311,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/macromolecular-structure-and-interactions-CH-311,Macromolecular structure and interactions,NA (0),,,NA (2),['Fierz'],,
MATH-203(c),https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/analysis-iii-MATH-203-C,Analysis III,NA (0),,,NA (4),['Basterrechea'],,
MATH-310,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/algebra-MATH-310,Algebra,NA (0),,,NA (3),['Lachowska'],,
MATH-207(d),https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/analysis-iv-MATH-207-D,Analysis IV,NA (0),,,NA (4),['Basterrechea'],,
CH-401,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/advanced-nuclear-magnetic-resonance-CH-401,Advanced nuclear magnetic resonance,NA (0),,,NA (3),['Emsley'],,
CH-340,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/methods-in-spectroscopy-and-dynamics-CH-340,Methods in spectroscopy and dynamics,NA (0),,,NA (3),['Osterwalder'],,
MATH-261,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/discrete-optimization-MATH-261,Discrete optimization,NA (0),,,NA (5),['Pinchasi'],,
MATH-251(b),https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/numerical-analysis-MATH-251-B,Numerical analysis,NA (0),,,NA (4),['Picasso'],,
CIVIL-308,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/rock-mechanics-CIVIL-308,Rock mechanics,NA (0),,,NA (5),"['Sandrone', 'Violay']",,
CIVIL-349,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/traffic-engineering-CIVIL-349,Traffic engineering,NA (0),,,NA (4),['Geroliminis'],,
CIVIL-234,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/concrete-structures-CIVIL-234,Concrete structures,NA (0),,,NA (5),['Muttoni'],,
MATH-265,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/introduction-to-optimization-and-operations-research-MATH-265,Introduction to optimization and operations research,NA (0),,,NA (4),['Bierlaire'],,
CIVIL-306,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/geotechnical-engineering-CIVIL-306,Geotechnical engineering,NA (0),,,NA (5),['Lecampion'],,
CIVIL-321,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/numerical-modelling-of-solids-and-structures-CIVIL-321,Numerical modelling of solids and structures,NA (0),,,NA (4),"['Anciaux', 'Molinari']",,
CIVIL-355,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/introduction-to-transportation-systems-CIVIL-355,Introduction to transportation systems,NA (0),,,NA (3),['Bierlaire'],,
CIVIL-309,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/urban-thermodynamics-CIVIL-309,Urban Thermodynamics,NA (0),,,NA (3),['Khovalyg'],,
CIVIL-330,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/bridge-design-CIVIL-330,Bridge design,NA (0),,,NA (3),"['Muttoni', 'Nussbaumer']",,
CIVIL-312,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/hydraulic-structures-and-schemes-CIVIL-312,Hydraulic structures and schemes,NA (0),,,NA (5),"['De Almeida Manso', 'De Cesare']",,
CIVIL-390,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/project-in-civil-engineering-CIVIL-390,Project in civil engineering,NA (0),,,NA (6),[],,
CIVIL-332,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/data-science-for-infrastructure-condition-monitoring-CIVIL-332,Data Science for infrastructure condition monitoring,NA (0),,,NA (3),['Fink'],,
CIVIL-331,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/dimensioning-of-timber-structures-CIVIL-331,Dimensioning of Timber structures,NA (0),,,NA (3),['Natterer'],,
ENG-267,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/estimation-methods-ENG-267,Estimation methods,NA (0),,,NA (4),['Merminod'],,
CIVIL-307,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/numerical-representation-bim-CIVIL-307,Numerical representation / BIM,NA (0),,,NA (3),['Domer'],,
ENV-221,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/hydrology-for-engineers-ENV-221,Hydrology for engineers,NA (0),,,NA (5),"['Benettin', 'Rinaldo']",,
CIVIL-225,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/continuum-mechanics-for-gc-CIVIL-225,Continuum mechanics (for GC),NA (0),,,NA (3),['Molinari'],,
ENV-342,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/geografic-information-system-gis-ENV-342,Geografic information system (GIS),NA (0),,,NA (5),['Joost'],,
ENG-366,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/signals-instruments-and-systems-ENG-366,"Signals, instruments and systems",NA (0),,,NA (5),['Martinoli'],,
CIVIL-212,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/fundamentals-of-indoor-climate-CIVIL-212,Fundamentals of indoor climate,NA (0),,,NA (2),['Licina'],,
CIVIL-211,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/geology-CIVIL-211,Geology,NA (0),,,NA (4),"['Acosta', 'Baumgartner', 'Violay']",,
CIVIL-238,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/structural-mechanics-for-gc-CIVIL-238,Structural mechanics (for GC),NA (0),,,NA (4),['Lignos'],,
CIVIL-237,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/safety-and-reliability-CIVIL-237,Safety and reliability,NA (0),,,NA (3),['Brühwiler'],,
CIVIL-235,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/design-of-steel-structures-CIVIL-235,Design of steel structures,NA (0),,,NA (5),['Nussbaumer'],,
CIVIL-210,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/fluids-mechanics-for-gc-CIVIL-210,Fluids mechanics (For GC),NA (0),,,NA (5),['Ancey'],,
CIVIL-203,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/soil-mechanics-and-groundwater-seepage-CIVIL-203,Soil mechanics and Groundwater seepage,NA (0),,,NA (5),['Vulliet'],,
CIVIL-224,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/statics-ii-CIVIL-224,Statics II,NA (0),,,NA (4),['Vurpillot'],,
COM-303,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/signal-processing-for-communications-COM-303,Signal processing for communications,NA (0),,,NA (6),['Prandoni'],,
EE-200,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/electromagnetics-i-transmission-lines-and-waves-EE-200,Electromagnetics I : Transmission lines and waves,NA (0),,,NA (3),['Fleury'],,
CS-209,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/computer-architecture-ii-CS-209,Computer architecture II,NA (0),,,NA (4),['Ienne'],,
COM-307,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/project-in-communication-systems-i-COM-307,Project in communication systems I,NA (0),,,NA (8),[],,
EE-201,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/electromagnetics-ii-field-computation-EE-201,Electromagnetics II : field computation,NA (0),,,NA (3),['Fleury'],,
EE-202(b),https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/electronics-i-EE-202-B,Electronics I,NA (0),,,NA (4),"['Sallese', 'Zysman']",,
EE-203(b),https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/electronics-ii-EE-203-B,Electronics II,NA (0),,,NA (4),"['Sallese', 'Zysman']",,
EE-381,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/electronics-iii-EE-381,Electronics III,NA (0),,,NA (3),[],,
CS-213,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/human-computer-interaction-CS-213,Human computer interaction,NA (0),,,NA (5),['Egger'],,
CS-233(b),https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/introduction-to-machine-learning-ba4-CS-233-B,Introduction to machine learning (BA4),NA (0),,,NA (4),['Fua'],,
CS-233(a),https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/introduction-to-machine-learning-ba3-CS-233-A,Introduction to machine learning (BA3),NA (0),,,NA (4),['Salzmann'],,
CS-358,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/making-intelligent-things-CS-358,Making intelligent things,NA (0),,,NA (6),['Koch'],,
COM-309,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/quantum-information-processing-COM-309,Quantum information processing,NA (0),,,NA (4),['Macris'],,
CS-212,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/system-programming-project-CS-212,System programming project,NA (0),,,NA (2),"['Bugnion', 'Chappelier']",,
CS-306,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/software-development-project-CS-306,Software development project,NA (0),,,NA (4),['Candea'],,
CS-234,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/technologies-for-democratic-society-CS-234,Technologies for democratic society,NA (0),,,NA (5),['Ford'],,
MATH-232,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/probability-and-statistics-MATH-232,Probability and statistics,NA (0),,,NA (6),['Abbé'],,
COM-208,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/computer-networks-COM-208,Computer networks,NA (0),,,NA (5),['Argyraki'],,
CS-208,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/computer-architecture-i-CS-208,Computer architecture I,NA (0),,,NA (4),['Stojilovic'],,
CS-207,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/system-oriented-programming-CS-207,System oriented programming,NA (0),,,NA (3),['Chappelier'],,
PENS-212,https://edu.epfl.ch/studyplan/en/bachelor/design-together-enac/coursebook/constructive-second-hand-PENS-212,Constructive second hand,NA (0),,,NA (4),"['Bastien Masse', 'Fivet', 'Lambec']",,
EE-205,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/signals-and-systems-for-el-ic-EE-205,Signals and systems (for EL&IC),NA (0),,,NA (4),['Shkel'],,
PENS-216,https://edu.epfl.ch/studyplan/en/bachelor/design-together-enac/coursebook/chantier-urbain-perception-gouvernance-usages-PENS-216,"Chantier urbain : perception, gouvernance, usages",NA (0),,,NA (4),"['Bernier', 'Bierlaire', 'Kaufmann', 'Messer']",,
CS-398,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/project-in-computer-science-i-CS-398,Project in computer science I,NA (0),,,NA (8),[],,
PENS-224,https://edu.epfl.ch/studyplan/en/bachelor/design-together-enac/coursebook/human-habitat-a-study-on-the-alpine-territory-PENS-224,Human habitat : a study on the Alpine territory,NA (0),,,NA (4),"['Braghieri', 'Freiin von Freyberg', 'Giromini', 'Graezer Bideau']",,
PENS-203,https://edu.epfl.ch/studyplan/en/bachelor/design-together-enac/coursebook/diagnostics-enac-methodology-and-measurement-tools-PENS-203,Diagnostics ENAC: methodology and measurement tools,NA (0),,,NA (4),"['Bensimon', 'Burdet', 'Deront']",,
